Place_Id,Place_Name,Description,Category,City,Tags
110,Monumen Serangan Umum 1 Maret,"Monumen Serangan Umum 1 Maret berada di area sekitar Museum Benteng Vredeburg yaitu tepat di depan Kantor Pos Besar Yogyakarta. Monumen ini dibangun untuk memperingati serangan tentara Indonesia terhadap Belanda pada tanggal 1 Maret 1949. Ketika itu Negara Indonesia telah dianggap lumpuh dan tidak ada oleh Belanda. Untuk membuktikan bahwa Negara Indonesia masih ada maka dilakukan serangan besar-besaran. Serangan ini dilakukan oleh Tentara Nasional Indonesia (TNI) yang dipimpin oleh Letnan Kolonel Soeharto, Komandan Brigade 10 daerah Wehrkreise III.",Taman Hiburan,Yogyakarta,monumen serang umum 1 maret area museum benteng vredeburg kantor po besar yogyakarta monumen bangun ingat serang tentara indonesia belanda tanggal 1 maret 1949 ketika negara indonesia anggap lumpuh belanda untuk bukti negara indonesia serang serang tentara nasional indonesia tni pimpin letnan kolonel soeharto komandan brigade 10 daerah wehrkreise iii
111,Puncak Pinus Becici,"Puncak Pinus Becici atau Puncak Becici merupakan objek wisata yang berada di Desa Muntuk, Kecamatan Dlingo, Kabupaten Bantul, Yogyakarta. Pemandangan di kawasan ini sangat indah dengan hamparan perbukitan yang banyak di tumbuhi pohon pinus serta dapat melihat pesona Kota Yogyakarta dari ketinggian dengan gardu pandang. Dari bagian utara dapat melihat Candi Prambanan, bagian selatan terlihat garis lurus yang merupakan Pantai Selatan serta dapat melihat Gunung Merapi dan Gunung Sindoro.",Taman Hiburan,Yogyakarta,puncak pinus becici puncak becici objek wisata desa muntuk camat dlingo kabupaten bantul yogyakarta pandang kawasan indah hampar bukit tumbuh pohon pinus pesona kota yogyakarta tinggi gardu pandang dari utara candi prambanan selatan gari lurus pantai selatan gunung rapi gunung sindoro
112,Bukit Bintang Yogyakarta,"Bukit Bintang merupakan salah satu lokasi nongkrong favorit di Yogyakarta. Saat malam tiba, pemandangan Yogyakarta sangatlah indah!Terletak di perbatasan Bantul dan Gunungkidul, siapa pun yang berkunjung ke kawasan ini dapat menikmati taburan gemintang di langit malam serta kerlip benderang lampu kota dari ketinggian.Kota ini memiliki Bukit Bintang yang selalu ramai dipadati kawula muda untuk menikmati keindahan malam. Bukit Bintang menjadi tempat yang sempurna untuk menikmati senja hingga malam tiba.",Taman Hiburan,Yogyakarta,bukit bintang salah lokasi nongkrong favorit yogyakarta saat malam pandang yogyakarta indah letak bata bantul gunungkidul kunjung kawasan nikmat tabur gemintang langit malam kerlip benderang lampu kota milik bukit bintang ramai padat kawula muda nikmat indah malam bukit bintang sempurna nikmat senja malam
113,Gedung Agung Yogyakarta,"Istana Yogyakarta yang dikenal dengan nama Gedung Agung (bahasa Jawa: ꦒꦼꦝꦺꦴꦁ​ꦄꦒꦼꦁ, translit. Gedhong Ageng) terletak di pusat keramaian kota, tepatnya di ujung selatan Jalan Ahmad Yani dahulu dikenal dengan Jalan Margomulyo. Kawasan istana terletak di Kelurahan Ngupasan, Kecamatan Gondomanan, Kota Yogyakarta, dan berada pada ketinggian 120 m dari permukaan laut. Kompleks istana ini menempati lahan seluas 43.585 m².",Budaya,Yogyakarta,istana yogyakarta kenal nama gedung agung bahasa jawa translit gedhong ageng letak pusat ramai kota tepat ujung selatan jalan ahmad yani kenal jalan margomulyo kawasan istana letak lurah ngupasan camat gondomanan kota yogyakarta tinggi 120 m muka laut kompleks istana tempat lahan luas m
114,The Lost World Castle,"The Lost World Castle merupakan salah satu objek wisata di kawasan lereng Gunung Merapi yang terletak di Dusun Petung, Desa Kepuharjo Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Indonesia. Objek wisata ini dibangun menyerupai Benteng Takeshi dan dibangun di atas lahan 1,3 hektare pada tahun 2016.Pengunjung yang ingin memasuki kawasan The Lost World Castle akan dikenakan biaya sebesar Rp 25.000 tiap orang dan belum termasuk biaya parkir. Biaya parkir mobil sebesar Rp5.000,00, sementara biaya parkir untuk sepeda motor sebesar Rp2.000,00.",Taman Hiburan,Yogyakarta,the lost world castle salah objek wisata kawasan lereng gunung rapi letak dusun tung desa kepuharjo cangkring sleman daerah istimewa yogyakarta indonesia objek wisata bangun rupa benteng takeshi bangun lahan hektare pasuk kawasan the lost world castle kena biaya rp orang biaya parkir biaya parkir mobil biaya parkir sepeda motor
115,Monumen Sanapati,"Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah.",Budaya,Yogyakarta,monumen sanapati bangun ingat 50 sandi indonesia yogyakarta sandi yogyakarta milik andil tahan merdeka negara indonesia catat peristiwa serang umum 1 maret 1949 sandi buat roebiono sebar pesan dunia indonesia lawan lanjut peristiwa kenal peristiwa 6 jam yogyakarta monumen sanapati letak kawasan kotabaru tepat simpang jalan abu bakar ali taman gereja santo antonius bangun monumen sanapati bentuk segitiga ujung lancip rupa piramida 3 meter lebar meter monumen desain drs kasman resmi menteri sekretaris negara republik indonesia moerdiono 4 april 1996 hari sandi indonesia bangun monument butuh makan biaya 25 juta rupiah
116,Jurang Tembelan Kanigoro,"Jurang Tembelan Kanigoro berada di Desa Wisata Mangunan, Dlingo, Bantul. Familiar dengan Desa Mangunan, bukan? Kawasan ini memang memiliki tempat wisata bagus yang murah. Termasuk Jurang Tembelan Kanigoro yang berada tidak jauh dari Kebun Buah Mangunan atau Bukit Panguk Kediwung. Dari Jogja, arahkan kendaraan menuju Jalan Imogiri Timur, setelah sampai di pertigaan dekat Pasar Imogiri ikuti arah menuju Mangunan. Untuk menuju ke sana, cek terlebih dahulu kondisi kendaraan. Jalanan yang naik turun serta tikungan tajam, harus diwaspadai. Bagi yang menggunakan kendaraan besar seperti bus, diharapkan memutar melewati Bukit Bintang Gunung Kidul. Selain itu, selalu berhati-hati dan tetap fokus selama berkendara.",Taman Hiburan,Yogyakarta,jurang tembel kanigoro desa wisata mangun dlingo bantul familiar desa mangun kawasan milik wisata bagus murah masuk jurang tembel kanigoro kebun buah mangun bukit panguk kediwung dari jogja arah kendara jalan imogiri timur tiga pasar imogiri ikut arah mangun untuk cek kondisi kendara jalan turun tikung tajam waspada bagi kendara bus harap putar lewat bukit bintang gunung kidul selain fokus kendara
117,The World Landmarks - Merapi Park Yogyakarta,"Merapi Park merupakan salah satu tempat wisata di Yogyakarta yang terletak di Jalan Kaliurang km 22, Hargobinangun, Kecamatan Pakem, Kabupaten Sleman. Pengoperasian Merapi Park dimulai sejak tanggal 25 Juni 2017. Fasilitas yang tersedia meliputi tempat pengambilan foto",Taman Hiburan,Yogyakarta,rapi park salah wisata yogyakarta letak jalan kaliurang km 22 hargobinangun camat pakem kabupaten sleman operasi rapi park tanggal 25 juni 2017 fasilitas sedia liput ambil foto
118,Museum Sonobudoyo Unit I,"Museum Sonobudoyo adalah museum dan perpustakaan sejarah dan budaya Jawa di Yogyakarta, Indonesia. Museum ini berisi koleksi artefak Jawa terlengkap, setelah Museum Nasional di Jakarta. Selain keramik era Neolitikum dan patung perunggu abad ke-8, museum ini juga menyimpan koleksi wayang, berbagai senjata kuno (seperti keris), dan topeng Jawa. Museum Sonobudoyo terdiri dari dua unit, Unit I terletak di Jalan Trikora No. 6 Yogyakarta, dan Unit II terletak di Ndalem Condrokiranan, Wijilan, di sebelah timur alun-alun utama (utara) kota.",Budaya,Yogyakarta,museum sonobudoyo museum pustaka sejarah budaya jawa yogyakarta indonesia museum isi koleksi artefak jawa lengkap museum nasional jakarta selain keramik era neolitikum patung perunggu abad museum simpan koleksi wayang senjata kuno keris topeng jawa museum sonobudoyo unit unit i letak jalan trikora no 6 yogyakarta unit ii letak ndalem condrokiranan wijilan belah timur utama utara kota
119,Lava Bantal,"Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah.",Budaya,Yogyakarta,wilayah diy tawar potensi wisata pariwisata ba sungai salah satu salah favorut wisatawan lava bantal camat bah kabupaten sleman sesuai nama objek wisata tawar batu duga asal lava pijar gunung api laut ering kurun ratus hampar sungai opak batu pandang unik sita perhati lancong konon ada lava bantal kontribusi bentuk pulau jawa fenomena alam lava bantal jarang di pulau jawa fenomena jenis temu karangsambung kebumen ciletuh jawa barat bah diy dengan latar sejarah geologi 2 oktober 2014 silam perintah tetap objek wisata geo heritage arti uni geologis objek wisata golong objek lindung perintah
120,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",Budaya,Yogyakarta,bukit panguk kediwung salah obyek wisata tawar pandang alam tinggi jika banding obyek wisata bukit bantul bukit panguk kediwung buka 2016 namun salah lokasi curi hati unjung kota bukit panguk kediwung lokasi kediwung mangun dlingo bantul yogyakarta jangan khawatir sesat jalan lokasi papan tunjuk kurang jarak 20 km pusat kota yogyakarta dari pusat kota yogyakarta gerak selatan tepat arah jalan imogiri timur ikut jalan temu pasar imogiri belok kiri lanjut jalan arah dlingo tunjuk jalan bukit panguk kediwung akses jalan bukit panguk kediwung aspal halus kontur turun kategori aman sangat saran kendara pribadi akses kendara sulit
121,Candi Prambanan,"Candi Prambanan atau Candi Roro Jonggrang (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦥꦿꦩ꧀ꦧꦤꦤ꧀, translit. Candhi Prambanan) adalah kompleks candi Hindu terbesar di Indonesia yang dibangun pada abad ke-9 masehi. Candi ini dipersembahkan untuk Trimurti, tiga dewa utama Hindu yaitu Brahma sebagai dewa pencipta, Wisnu sebagai dewa pemelihara, dan Siwa sebagai dewa pemusnah. Berdasarkan prasasti Siwagrha nama asli kompleks candi ini adalah Siwagrha (bahasa Sanskerta yang bermakna 'Rumah Siwa'), dan memang di garbagriha (ruang utama) candi ini bersemayam arca Siwa Mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa Siwa lebih diutamakan.\nKompleks percandian Candi Prambanan secara keseluruhan berada di wilayah provinsi Daerah Istimewa Yogyakarta, namun pintu administrasinya berada di Daerah Istimewa Surakarta (sekarang bagian Provinsi Jawa Tengah), hal ini yang membuat Candi Prambanan terletak di 2 tempat yakni di Desa Bokoharjo, Kecamatan Prambanan, Kabupaten Sleman, dan di Desa Tlogo, Kecamatan Prambanan, Kabupaten Klaten, atau kurang lebih 17 kilometer timur laut Yogyakarta, 50 kilometer barat daya Surakarta dan 120 kilometer selatan Semarang, persis di perbatasan antara Daerah Istimewa Yogyakarta dan Daerah Istimewa Surakarta.Candi ini adalah termasuk Situs Warisan Dunia UNESCO, candi Hindu terbesar di Indonesia, sekaligus salah satu candi terindah di Asia Tenggara. Arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur Hindu pada umumnya dengan candi Siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candi-candi yang lebih kecil. Sebagai salah satu candi termegah di Asia Tenggara, candi Prambanan menjadi daya tarik kunjungan wisatawan dari seluruh dunia.Menurut prasasti Siwagrha, candi ini mulai dibangun pada sekitar tahun 850 masehi oleh Rakai Pikatan, dan terus dikembangkan dan diperluas oleh Balitung Maha Sambu, pada masa kerajaan Medang Mataram.",Budaya,Yogyakarta,candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah dasar prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta makna siwa garbagriha ruang utama candi semayam arca siwa mahadewa meter menujukkan candi dewa siwa candi candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta provinsi jawa tengah candi prambanan letak 2 desa bokoharjo camat prambanan kabupaten sleman desa tlogo camat prambanan kabupaten klaten 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta 120 kilometer selatan semarang persis bata daerah istimewa yogyakarta daerah istimewa situs waris dunia unesco candi hindu besar indonesia salah candi indah asia tenggara arsitektur bangun bentuk ramping sesuai arsitektur hindu candi siwa candi utama milik tinggi capai 47 meter julang kompleks gugus bagai salah candi megah asia tenggara candi prambanan daya tarik kunjung wisatawan prasasti siwagrha candi bangun 850 masehi raka pikat kembang luas balitung maha sambu raja medang mataram
122,Watu Goyang,"Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",Budaya,Yogyakarta,watu goyang asal bahasa jawa batu goyang dulunya batu puncak bias goyang sentuh dorong batu ratuhan para kelola watu goyang roboh disetuh panjat kelola larang sar unjung coba watu goyang bahaya selamat uni batu raksasa stukturnya muat unik pandang alam hijau gunung rapi alami cocok unjung hilang bosan aktivitas kota ada puncak unjung rasa sejuk suhu udara pagi dan siang cuaca panas hembus angin sapa segar nyaman
123,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",Budaya,Yogyakarta,kampung wisata rejowinangun letak lurah rejowinangun camat kotagede kota yogyakarta tepat belah selatan kebun binatang gembiraloka kampung wisata rintis 2010 kerjasama elemen masyarakat tanggal 04 oktober 2013 kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun resmi lurah rejowinangun lurah lurah camat kotagede camat ujung timur kota yogyakarta kenal perak bekas raja mataram lurah rejowinangun milik potensi kembang sungguh meskpun kenal kebun raya kebun binatang krkb gembiraloka lokasi wilayah lurah rejowinangun dengan wisata krkb gembiraloka wilayah usaha kembang wilayah lurah potensi wisatawan unjung gembiraloka singgah kampung wisata
